43,2,2
43,26,2
43,65,2
44,40,1
45,18,2
45,52,1
45,69,2
45,81,2
45,90,1
46,4,1
46,15,1
46,32,2
46,36,2
46,60,1
46,92,2
47,6,2
47,13,2
47,38,2
47,39,1
47,59,1
47,88,1
48,14,2
48,15,2
48,58,1
48,89,2
48,92,1
49,66,2
49,77,2
49,94,2
50,5,2
50,68,2
51,56,1
51,82,2
52,25,2
52,34,1
52,69,1
52,80,1
52,81,2
53,16,2
53,17,1
53,32,1
53,33,1
53,35,2
53,56,1
53,61,2
53,93,1
53,97,1
54,1,1
54,49,2
54,66,2
54,94,2
55,1,2
55,49,2
55,54,2
55,77,1
56,6,2
56,11,1
56,47,1
56,59,2
57,0,1
57,70,1
58,22,2
58,92,2
59,11,1
59,38,1
59,39,2
59,67,1
59,78,2
59,99,2
60,16,1
60,17,2
60,36,1
60,61,1
60,73,2
61,3,1
61,16,2
61,17,1
61,32,1
61,35,2
61,36,1
61,73,2
61,97,1
62,41,1
62,45,1
62,69,1
62,71,1
62,75,1
62,79,2
62,80,1
62,84,2
62,90,1
63,8,1
63,10,1
63,41,1
63,45,2
63,62,1
63,79,1
63,90,1
64,2,1
64,25,2
64,34,2
64,43,2
64,76,2
64,86,2
64,96,2
64,98,1
65,26,2
65,31,1
65,34,2
65,52,1
65,64,1
67,8,2
67,10,1
67,24,1
67,47,2
67,87,2
68,5,2
68,31,1
68,75,2
69,18,2
69,41,1
69,63,1
69,75,1
71,5,1
71,18,1
71,27,2
71,37,2
71,50,1
71,68,2
71,69,2
71,79,2
72,9,2
72,38,1
72,39,1
72,56,2
73,0,1
73,16,1
73,36,1
74,38,2
74,39,2
74,56,1
74,59,1
74,72,2
75,5,2
75,18,1
75,29,1
75,34,2
75,50,2
75,71,1
75,80,1
76,2,1
76,58,2
76,98,2
77,1,2
77,54,1
77,66,1
77,94,2
78,6,2
78,10,1
78,11,1
78,39,1
78,47,1
78,67,1
78,88,1
79,29,2
79,41,2
79,45,2
79,69,2
79,80,1
80,45,2
80,63,1
80,69,2
80,71,1
80,81,2
80,84,1
80,90,1
81,18,1
81,21,1
81,22,1
81,23,2
81,34,1
81,65,2
81,69,2
81,90,2
82,33,2
82,53,1
82,56,2
82,93,1
83,1,2
83,8,2
83,42,1
83,63,1
83,84,1
84,7,2
84,8,1
84,24,1
84,27,2
84,37,2
84,45,1
84,63,1
84,69,1
84,79,2
85,15,2
85,16,2
85,32,1
85,44,2
85,46,1
85,60,2
86,21,1
86,22,2
86,52,1
86,58,2
86,76,2
86,81,2
87,11,1
87,39,2
87,47,2
87,56,1
87,59,2
87,78,1
87,88,2
87,93,2
87,99,1
88,13,1
88,59,1
88,67,1
88,93,1
88,99,1
89,58,2
89,76,2
89,98,1
90,7,2
90,18,1
90,29,1
90,69,2
90,79,1
90,84,1
91,1,2
91,42,2
92,23,2
92,44,1
92,85,2
93,3,1
93,11,2
93,39,1
93,47,2
93,56,1
93,97,1
93,99,2
94,55,2
94,63,1
94,79,2
94,83,1
94,84,1
95,0,2
95,15,2
95,28,2
95,36,1
95,46,1
95,48,2
95,57,2
95,70,1
95,92,1
96,26,2
96,43,2
96,65,1
97,33,1
97,60,2
97,82,2
98,58,2
98,86,2
99,6,2
99,11,2
99,13,2
99,38,2
99,39,2
99,47,2
99,53,2
99,56,1
99,67,2
99,78,2
